Part Number,Description,Qty Required,Preferred Vendor,Notes
140-00370,"BLOCK CLAMP, 1-11/16 ID, PP, DIN 3015-1",2.0,MCMASTER-CARR,supplier PN: 3015T38
140-00371,"ADAPTER, 1-11/16"" ID BLOCK CLAMP, SCREW MOUNT",2.0,MCMASTER-CARR,supplier PN: 3015T185
140-00372,"VALVE, SAMPLING, 0.5 MNPT, PVC",1.0,MCMASTER-CARR,supplier PN: 3525N16
140-00373,"CLAMP, LOOP, 1.5 ID",,MCMASTER-CARR,supplier PN: 3225T9
140-00377,"VENT, BREATHER, 0.5 MNPT, 304 SS",1.0,MCMASTER-CARR,supplier PN: 4456K14
140-00378,"PLUG, 0.5 NPT, 316SS",,MCMASTER-CARR,supplier PN: 4452K144
140-00383,"DC FAN, 12VDC, 99CFM, 120MM",,Mechatronics Fan Group,supplier PN: LPH12A99-BWER5-PC-EX
140-00386,"CIRCULATION HEATER, CAST-X 500, UP TO 1500W, 110-240V, 316SS, 1/4IN OD TUBE",1.0,Cast Aluminum Solutions,supplier PN: WX6E2A300D-EK00
140-00387,CIRCULATION HEATER INSULATION JACKET,1.0,Cast Aluminum Solutions,supplier PN: 307-0-12-2
140-00388,"SENSOR, H2, DRAGER, 8344439",1.0,DRAGER,supplier PN: 8344439
140-00389,PLACE HOLDER - H2 SENSOR - PROCESS ADAPTER,1.0,DRAGER,supplier PN: 6812470
140-00402,"PUMP, CENTRIFUGAL, SS, ECOCIRC XL N 95-160",1.0,Bell & Gossett,supplier PN: 104471LF
140-00403,"THERMISTOR, 10 kOHM, 0.25"" NPT, 2"" PROBE, 304 SS",,EI Sensor,supplier PN: ETP10076
140-00408,"Heat exchanger(140-00130) hardware - fastener, bolt and washer",96.0,SWEP,supplier PN: NA
140-00409,RO-System,1.0,Wood Bros,supplier PN: ROS200011
140-00410,"SOLENOID VALVE, 2-WAY NC ZERO DIF, 3/4IN NPT,  90PSI, 24VDC",1.0,GC Valves,supplier PN: NS201YH16CPEG5
140-00411,"SOLENOID VALVE, 2-WAY NC, 1/2IN NPT,  100PSI, 24VDC",1.0,GC Valves,supplier PN: NS211YH16CPDG4
140-00413,"TYPE K PIPE PLUG, THERMOCOUPLE, UNGROUNDED, 1/4"" NPT, SS BRAIDED WIRE, W/ CONNECTOR",,Evolution Sensors and controls,supplier PN: K1X-NPT4-250-UX-05-PFSB-72-MPCX
140-00416,BALLUFF CAPSENS AMP,,Balluff,supplier PN: BAE00KJ
140-00419,BALLUFF CAPSENS,3.0,BALLUFF,supplier PN: BCW0004
140-00430,"PRESS SENSOR, 200PSIG, 4-20MA, 1/8-27 NPT",,DATAQ,supplier PN: 2000361-200HX-1
140-00431,"BALL VALVE, PNEUMATIC FAIL CLOSE",9.0,HABONIM,supplier PN: C20 SR-2B FC
140-00432,"BALL VALVE, PNEUMATIC FAIL OPEN",2.0,HABONIM,supplier PN: C20 SR-2B FO
140-00449,"ADAPTER, 0.5 COMP X 0.5 BSPP, NO GASKET, 316SS",,Superlok,supplier PN: SGMC8-8G-S316
140-00451,"GASKET, BSPP, BONDED VITON, 1/2"", 316SS",,Superlok,supplier PN: IBG-8-03-S316
140-00462,"PORT CONNECTOR, 0.5 IN COMP, 316 SS",5.0,Superlok,supplier PN: SPC-8
140-00463,"NUT, COMPRESSION, 0.5 TUBE OD, 316SS",,Superlok,supplier PN: SN-8
140-00464,"FERRULE SET, COMPRESSION, 0.5 TUBE OD, 316SS",,Superlok,supplier PN: SFS-8
140-00465,"CAP, COMPRESSION, 1/2"", 316 SS",,Superlok,supplier PN: SP-8
140-00468,"INLINE TEE ADAPTER, 1/4"" OD, 1/8 NPT FEMALE",,MCMASTER-CARR,supplier PN: 5779K229
140-00469,"PRESS SENSOR, 100PSIG, 4-20MA, 1/8-27 NPT",1.0,DATAQ,supplier PN: 2000361-100HX-1
140-00470,"BLACK VOVYO WATER PUMP, 24VDC, 88W, 25M, 25LPM",,VOVYO,supplier PN: VP60P-24250PWM
140-00471,"FEMALE CONNECTOR, 1/2"" OD, 1/2"" BSPP, PI451614CS",,JOHN GUEST,supplier PN: PI451614CS
140-00472,"STRAIGHT FITTING, MALE 1/2"" NPT X 1/2"" NPT, BLACK POLYPRO",,BANJO,supplier PN: NIP050-SH
140-00479,"CHECK VALVE, 1/2"" OD X 1/2"" OD, PUSH TO CONNECT",1.0,MCMASTER-CARR,supplier PN: 3208K31
140-00481,"CONDENSOR, 8X120MM FAN, 0.5 IN BSPP, CU FIN, 316SS TUBE, 30 BAR MAX",1.0,Changzhou VRcoolertech Refrigeration,supplier PN: VR-CYS08
140-00482,"CONDENSOR, 1x120MM FAN, 0.5 IN BSPP, CU FIN, 316SS TUBE, 30 BAR MAX",1.0,Changzhou VRcoolertech Refrigeration,supplier PN: VR-CYS08
140-00483,"STRAIGHT ADAPTER, 1/4"" OD X 1/8"" BSPT MALE, 316 SS",2.0,MCMASTER-CARR,supplier PN: 5672K67
140-00498,"ADAPTER, 0.25 COMP, 0.75 MNPT, 316SS",1.0,Superlok,supplier PN: SMC-4-12-N
140-00500,"UNION, 0.25 COMP, 316SS",,Superlok,supplier PN: SU-4
140-00501,"FLOAT DRAIN, LIQUID, 0.75 FNPT IN, 0.5 FNPT OUT, 500 PSI MAX IN, 176 PSI MAX DIFF, 316SS",1.0,Armstrong International,supplier PN: 11LD-3/4-176
140-00502,"BLOCK CLAMP, 2.5 IN, PP, DIN 3015-1",1.0,MCMASTER-CARR,supplier PN: 3015t312
140-00503,"ADAPTER, 0.5"" ID BLOCK CLAMP, SCREW MOUNT",1.0,MCMASTER-CARR,supplier PN: 3015T187
140-00504,"CORD GRIP, M12 KNOCKOUT, 0.08-0.2 CORD OD, SS",1.0,MCMASTER-CARR,supplier PN: 7680K22
140-00505,"COMPRESSION 1/2"" OD X 3/4 MNPT ADAPTER, POLYPRO",5.0,PARKER,supplier PN: P8MC12
140-00508,"SOLENOID VALVE, 2-WAY NC, 1/2IN NPT,  90PSI, 24VDC",,GC Valves,supplier PN: NS201YH16CPDG4
140-00512,"RIV NUT, M4X0.7, ZINC PLATED STEEL",,MCMASTER-CARR,supplier PN: 95105A167
140-00515,"ADAPTER, 0.75 COMP, 0.5 BSPP, NO GASKET, 316SS",1.0,Superlok,supplier PN: SGMC-12-8G-S316
140-00516,"ADAPTER, 0.25 COMP, 0.5 BSPP, NO GASKET, 316SS",1.0,Superlok,supplier PN: SGMC-4-8G-S316
140-00520,"CORD GRIP, 3/4 KNOCKOUT SIZE, CORD OD 0.06 - 0.13, ALUMINUM",1.0,MCMASTER-CARR,supplier PN: 7529K401
140-00521,SCREW-PLUG IMMERSION HEATING ELEMENT,2.0,MCMASTER-CARR,supplier PN: 3656k6
140-00524,HONEYWELL H2 LEAK DETECTOR SENSOR,,Honeywell,supplier PN: HLD-111-111-001 | alt: DigiKey 480-HLD-111-111-001-ND
140-00540,"ELBOW, 0.75 COMP, 0.75 MNPT, 316SS",1.0,Superlok,supplier PN: SME 12-12N
140-00541,"ADAPTER, 0.75 MGHT, 0.75 MNPT, 303 SS",1.0,MCMASTER-CARR,supplier PN: 6224T18
140-00542,"ADAPTER, 0.75 FGHT, 0.75 MNPT, SWIVEL, 303SS",4.0,MCMASTER-CARR,supplier PN: 7476T54
140-00543,"ADAPTER, 0.75 FGHT, 0.75 MNPT, RIGID, 303SS",1.0,,
140-00544,"ADAPTER, 0.5 MNPT, 0.25 FNPT, 316SS",,MCMASTER-CARR,supplier PN: 4452K165
140-00546,"RIGHT ANGLE TEE, UNIVERSAL THREAD 1/4"" X PUSH TO CONNECT 1/2"", NI PLATED BRASS",1.0,MCMASTER-CARR,supplier PN: 7397N96
140-00547,"STRAIGHT CONNECTOR, 1/4"" NPT MALE, 304SS",1.0,,
140-00558,"SOFT TUBE SUPPORT, 0.5 IN, BARBED, 316 SS",,Superlok,supplier PN: SI8-6-S316
140-00579,"LOOP CLAMP, 1.75"" ID, VIBRATION DAMPING",2.0,MCMASTER-CARR,supplier PN: 3177T19
140-00580,"ADAPTER, 1"" MNPT, 0.75 FNPT, ALUMINUM",2.0,MCMASTER-CARR,supplier PN: 44705k284
140-00581,"CORD GRIP, 3/4 KNOCKOUT SIZE, CORD OD 0.19"" - 0.25"", ALUMINUM",1.0,MCMASTER-CARR,supplier PN: 7529K403
140-00585,"STRAIGHT ADAPTER, 3/4"" OD COMPRESSION X 3/4"" NPT MALE, 316 SS",2.0,MCMASTER-CARR,supplier PN: 5182K816
140-00592,"WORM-DRIVE CLAMPS FOR HOSE, 0.5"" BAND WIDTH, 46 TO 77MM CLAMP ID",1.0,MCMASTER-CARR,supplier PN: 5415K21
140-00601,"HOSE, BRAIDED, 18"" LONG, 0.75 FNPT X 0.75 FNPT, 316 SS",4.0,MCMASTER-CARR,supplier PN: 5793T18
140-00621,"HOSE, BRAIDED, 60"" LONG, 2"" OD TUBE TRI CLAMP, 316 SS",1.0,MCMASTER-CARR,supplier PN: 1111N19-1111N199
140-00630,"ADAPTER, 0.5 FNPT X 0.75 MNPT, CLASS 3000, 316SS",,ZORO,supplier PN: 1RTT2
140-00635,"INSULATION, FIBERGLASS, ELBOW, VELCRO JACKET, GRAY, 7/8"" ID, 3/8"" THICKNESS, 1.7 R-VALUE, 260C MAX",14.0,MCMASTER-CARR,supplier PN: 46015K811
140-00636,"INSULATION, FIBERGLASS, ELBOW, VELCRO JACKET, GRAY, 1-3/8"" ID, 3/8"" THICKNESS, 1.7 R-VALUE, 260C MAX",2.0,MCMASTER-CARR,supplier PN: 46015K813
140-00637,"INSULATION, FIBERGLASS, TEE, VELCRO JACKET, GRAY, 7/8"" ID, 3/8"" THICKNESS, 1.7 R-VALUE, 260C MAX",6.0,MCMASTER-CARR,supplier PN: 46015K111
140-00639,"HEATING TAPE, AMOX OVERBRAID, ONE SIDED LEADS, 240V, 6 FT, 1/2"" WIDE, 312W, 8.67 W/IN2, 760C MAX",5.0,HTS AMPTEK,supplier PN: AWH-052-060DM
140-00641,"HEATING TAPE, AMOX OVERBRAID, ONE SIDED LEADS, 240V, 6 FT, 1/2"" WIDE, 520W, 8.67 W/IN2, 760C MAX",1.0,HTS AMPTEK,supplier PN: AWH-052-100DM
160-00017,"TAPE, FIBERGLASS, ROLL, 1/2"" WIDE, 260C MAX",1.0,HTS AMPTEK,supplier PN: ADHESIVE TAPE (NO UNIQUE P/N)
160-00018,"INSULATION, FIBERGLASS, TUBE, VELCRO JACKET, GRAY, 7/8"" ID, 3/8"" THICKNESS, 1.7 R-VALUE, 260C MAX",3.0,MCMASTER-CARR,supplier PN: 45985K31
Part (modified),Description,,supplier_name,supplier PN: supplier_part_number | alt: supplier_2_name supplier_2_part_number
010-00098,"ASY,ENCLOSURE,WELDED,DRYER",,,
010-00099,"ASY,ENCLOSURE,WELDED,BOP",,,
010-00157,"ASSY, BASE PLATE, WATER TOWER, SW, W/ RIV NUTS, AMUR",,,
010-00158,"ASSY, BASE PLATE, WATER TOWER, SE, W/ RIV NUTS, AMUR",,,
010-00159,"ASSY, BASE PLATE, WATER TOWER, NW, W/ RIV NUTS, AMUR",,,
010-00160,"ASSY, BASE PLATE, WATER TOWER, NE, W/ RIV NUTS, AMUR",,,
100-00254,"TANK, PRIMARY, AMUR",,,
100-00255,"TANK, THERMAL LOOP, AMUR",,,
100-00305,"BRACKET, MOUNTING, PRIMARY TANK, AMUR",,,
100-00306,"BRACKET, MOUNTING, THERMAL TANK, AMUR",,,
100-00340,"PIPE RUN, TANK_PUMP, PRIMARY LOOP",,,
100-00342,"PIPE RUN, PUMP_HX, PRIMARY LOOP",,,
100-00345,"MOUNTING PLANE, PRE_INLET DI, WATER TOWER, AMUR",,,
100-00355,"PIPE RUN, BLADE_BYPASS, PRIMARY LOOP",,,
100-00356,"PIPE RUN, HX_FILTER_1, PRIMARY LOOP",,,
100-00357,"PIPE RUN, HX_FILTER_2, PRIMARY LOOP",,,
100-00358,"PIPE RUN, TANK_PUMP, THERMAL LOOP",,,
100-00359,"PIPE RUN, PUMP_HX, THERMAL LOOP",,,
100-00360,"PIPE RUN, HX_RADIATOR, THERMAL LOOP",,,
100-00361,"PIPE RUN, RADIATOR_TANK_1, THERMAL LOOP",,,
100-00362,"PIPE RUN, RADIATOR_TANK_2, THERMAL LOOP",,,
100-00365,"TANK, LID, PRE_PROCESS, LPPS, AMUR",,,
100-00367,"FAN MOUNT, PRE_PROCESS, LPPS, AMUR",,,
100-00370,"WLDMT, TANK, PRE_PROCESS, LPPS, AMUR",,,
100-00374,"ADAPTER, DN50 COMPAC FLANGE_TRI CLAMP, 316SS",,,
100-00379,"DEFLECTOR BAFFLE, PRE-PROCESS, LPPS, AMUR",,,
100-00391,"BASE PLATE, PANEL, REGEN EXHAUST, H2, AMUR",,,
100-00392,"BASE PLATE, PANEL, REGEN SUPPLY, H2, AMUR",,,
100-00393,"BASE PLATE, PANEL, DRIER INLET, H2, AMUR",,,
100-00402,"BRACKET, MOUNTING, PUMP, AMUR",,,
100-00403,"BASE PLATE, HX PIPE ROUTING, WATER TOWER, AMUR",,,
100-00404,"BASE PLATE, HX, WATER TOWER, AMUR",,,
100-00405,"BRACKET, MOUNTING, HX, RIGHT",,,
100-00406,"BRACKET, MOUNTING, HX, LEFT",,,
100-00407,"BRACKET, MOUNTING, BYPASS ASSY, LONG",,,
100-00408,"BRACKET, MOUNTING, BYPASS ASSY, SHORT",,,
100-00409,"BASE PLATE, POLISHING DI, WATER TOWER, AMUR",,,
100-00410,"BASE PLATE, WATER TOWER, SW, AMUR",,,
100-00411,"BASE PLATE, WATER TOWER, SE, AMUR",,,
100-00412,"BASE PLATE, WATER TOWER, NW, AMUR",,,
100-00413,"BASE PLATE, WATER TOWER, NE, AMUR",,,
100-00415,"BRACKET, HEATER MOUNT, H2 TOWER, AMUR",,,
100-00416,"BASE PLATE, PANEL, PRESSURE RELEIF, H2, AMUR",,,
100-00425,"SHELF, INLET DI, AMUR",,,
100-00426,"MOUNT PLATE, INLET WATER, AMUR",,,
100-00427,"BRACKET, H2 CONDENSOR, MAIN, AMUR",,,
100-00428,"BRACKET, H2 CONDENSOR, LEFT, AMUR",,,
100-00429,"BRACKET, H2 CONDENSOR, RIGHT, AMUR",,,
100-00432,"BASE PLATE, MID-PLANE, TOP, H2 TOWER, AMUR",,,
100-00433,"BASE PLATE, MID-PLANE, BOTTOM, H2 TOWER, AMUR",,,
100-00470,"BRACKET, STANDOFF, INLET DI WATER PANEL, AMUR",,,
100-00478,"ENCLOSURE, MODIFIED, H2 SENSOR BOX, WATER TOWER, AMUR",,MCMASTER-CARR,supplier PN: 6942K611
100-00479,"BACK PLANE, MODIFIED, H2 SENSOR BOX, WATER TOWER, AMUR",,,
100-00480,"BASE PLATE, O2 OUTLET, WATER TOWER, AMUR",,,
100-00482,"UNISTRUNT, 1-5/8 X 1-5/8, SLOTTED, STEEL, POWDER COAT, WHITE, 42.25"" LONG",,,
100-00483,"UNISTRUNT, 1-5/8 X 1-5/8, SLOTTED, STEEL, POWDER COAT, WHITE, 44"" LONG",,,
100-00484,"UNISTRUNT, 1-5/8 X 1-5/8, SLOTTED, STEEL, POWDER COAT, WHITE, 20.4"" LONG",,,
100-00485,"UNISTRUT, 1-5/8 X 1-5/8, SLOTTED, STEEL, POWDER COAT, WHITE, 21"" LONG",,,
